id,response
43458976,375000
43458973,700000
43458966,327500
43458958,200000
43458949,280000
35562024,300000
39873584,400000
43458956,400000
43458938,795000
43458927,699950
41108862,410000
43458737,650000
43458738,800000
43458729,850000
43458716,540000
43458621,600000
43458613,650000
43458604,625000
43458605,495000
43458601,450000
43458571,675000
43458576,180000
43458525,425000
43458513,999932
43458459,530000
43458447,300000
43458450,475000
43458441,335000
43458430,675000
43458419,625000
43458382,775000
43458291,450000
43458255,640000
43458187,775000
43458123,310000
43458094,440000
43458075,164500
43457953,539950
43457946,565000
43457929,679950
43457927,550000
43457912,480000
43457903,231500
43457890,430000
43457871,399950
43457866,625000
43479612,625000
43457878,499995
43457859,195000
43457860,195000
43457858,199950
43457818,900000
43457819,700000
43457804,485000
43457778,450000
43457762,475000
43457721,455000
43457713,350000
43457714,400000
43457709,400000
43457708,499950
39109765,390000
43457663,599950
43457641,895000
43457627,875000
43457581,669500
43457569,304000
43457549,450000
43457547,400000
43457502,599950
43492214,650000
43492209,600000
43492152,435000
43492112,765000
41829352,900000
41923656,375000
43491946,499995
43491930,555000
43491932,229995
43491923,770000
43491922,650000
43491898,495000
43491849,850000
43491826,375000
43491829,490000
43491812,650000
43491813,320000
43491784,695000
43491771,485000
43491772,500000
43491773,600000
43491671,310000
43491661,375000
43491662,585000
43491642,285000
43491660,625000
41682959,375000
43491589,525000
43491591,630000
43491592,550000
43491530,460000
43491344,330000
43491132,280500
43491134,264000
43491135,363000
43491124,275000
43491119,725000
43491097,367500
43491050,560000
43491048,999000
43491046,950000
43491026,585000
43490939,425000
43490942,475000
43490930,550000
43490934,425000
43490935,525000
43490933,599950
43490917,400000
41537146,835000
43490857,250000
42005868,350000
43490851,700000
43490804,419950
43490805,699950
43490725,420000
43490707,749950
43490706,550000
43490689,699950
43490693,599950
39654561,799950
43490588,520000
43490544,550000
42079559,380000
43490504,575000
43490446,234000
42381499,595000
43490415,599995
43457490,550000
43457482,575000
43457418,745000
43457239,790000
43457035,466390
43457076,795000
43456999,425000
43456980,250000
43456949,499950
43456961,530000
43456959,590000
43456739,190000
43439491,399950
43456601,550000
43456571,875000
43456430,335000
43456406,695000
43456210,265000
43456249,600000
43456190,650000
43456191,600000
43456173,640000
43456156,440000
40757962,550000
43456124,500000
43456123,400000
43455812,495000
43455813,399995
43455783,220000
43455707,365000
43455694,669995
43455675,440000
43455427,350000
43455416,475000
43455398,715000
43455016,539000
43454996,270000
43454946,480000
43454948,650000
43454828,639000
43454814,530000
43454803,315000
43454780,179995
43454694,995000
43454697,425000
43454658,400000
43454660,450000
43454628,400000
43454442,650000
42399275,559950
43454418,699999
43454410,394950
43454400,365000
43454372,949950
43454213,425000
42009212,420000
42005149,850000
43454173,410000
43454021,599999
43453971,745000
43453966,450000
43453650,700000
43453857,575000
43453833,849000
43453807,220000
43453764,499950
43453740,530000
43453666,550000
43453665,475000
43303221,157500
43453623,500000
43453236,365000
43453590,575000
43453569,90000
43453539,850000
43453551,500000
43453527,875000
43453501,800000
43453500,600000
43453499,600000
43453494,340000
43453458,450000
43453453,325000
43453447,675000
43453426,699950
43453401,250000
43453411,299950
43453338,999950
43453316,475000
43453303,425000
43453308,589000
43453311,575000
43453287,895000
43453074,410000
43453088,414000
43453075,319995
43453031,425000
43453064,339950
43453051,560000
43453044,725000
43453041,700000
43453035,180000
43453022,475000
43452909,182000
43452910,725000
43452841,375000
43452847,400000
43452845,294950
43452802,285000
43452784,990000
43452783,475000
43452785,599950
43452386,340000
43452772,630000
43452731,575000
43452671,365000
43452667,499950
43452666,495000
43452587,314000
43452438,385000
43451961,440000
43452002,220000
43452505,499995
43452477,385000
43452467,650000
43452487,580000
43452455,424950
43452416,360000
43294078,365000
43452387,950000
43452336,775000
43452338,595000
43452334,205000
43452316,600000
43452294,600000
43452219,580000
43430438,325000
43452222,475000
42522338,675000
43452217,359995
43452193,450000
43452186,405000
43452186,405000
43452187,510000
43452188,895999
43452203,285000
43452172,730000
43452171,935000
43452092,249950
43452078,550000
43452079,640000
43452037,675000
43452068,650000
43452052,640000
43452028,475000
43451948,695000
43451873,550000
43451828,375000
43451787,530000
43451789,275000
43451763,485000
43451361,220000
43451716,579950
43451714,625000
43451699,825000
43451661,325000
43451640,550000
43451628,699000
43451625,385000
43451602,420000
43451535,975000
43451525,775000
43451506,400000
43451500,429950
43451501,335000
43451499,350000
43451466,850000
43451463,699950
43451443,749950
43451441,495000
43451438,550000
43451445,640000
43451416,460000
43451404,390000
43451353,495000
43451351,700000
43451343,337500
43451297,675000
43451268,550000
43451191,500000
43451055,515000
43451150,345000
42085811,639999
43451082,465000
43451058,349950
43450996,525000
40382682,699950
43451011,474995
43450985,435000
43450898,595000
42802045,794995
41082422,700000
43450878,675000
43450825,675000
43450845,499999
43450831,525000
43450768,699950
43450803,375000
43450758,675000
43450756,55000
43450719,740000
43450629,375000
43450615,450000
43450559,685000
43450557,900000
41238526,690000
43450514,675000
43450497,425000
42347024,470000
43450490,399950
43450278,360000
43450464,545000
43450454,575000
43450448,830000
43450420,525000
43450414,299950
43450412,500000
43450404,465000
43450310,625000
43450243,675000
43450150,650000
43450198,850000
43450206,320000
43450205,650000
43450168,374995
43449806,550000
43450036,450000
43449985,525000
43449965,380000
43442627,420000
43449787,470000
43449788,690000
43449782,425000
43449786,880000
43449789,750000
43449748,689950
43449747,650000
43449724,190000
43449715,425000
43449709,435000
43449686,740000
43449687,500000
43449688,635000
43449664,450000
43449655,479995
43449660,370000
43449634,345000
43449525,399950
43449506,390000
43449470,395000
43449443,395000
43449411,850000
43449304,350000
43449230,450000
43449166,575000
43449141,264950
43449099,265000
43446578,699995
43449085,799995
43449079,230000
43448972,260000
40748415,560000
42283662,375000
43448866,799950
43448831,649950
43448819,380000
43448809,510000
43448710,320000
43448547,550000
43448402,650000
43448371,199950
43448349,180000
43448348,180000
43448352,449995
43448350,170000
43448353,425000
43448351,184000
43448323,305000
43448324,340000
43448295,370000
43448283,200000
43448231,999950
43448225,799950
43448149,799950
43448054,420000
43448005,355000
43447890,950000
43447891,650000
43447861,600000
43447840,315000
43447775,420000
43447746,300000
43447750,685000
43447745,435000
43447744,595000
43447742,375000
43447532,374950
43447531,585000
43447512,640000
43447509,590000
43447508,490000
43447511,634000
43447410,319995
43447409,210000
43447388,995000
43447387,450000
43447332,520000
43447284,330000
43447279,440000
43447239,999950
43447215,640000
43447223,409995
43447214,520000
43447135,450000
43447134,344950
43447117,264950
43447087,439950
43447076,639950
43447028,640000
43446929,600000
43446927,465000
43446928,625000
43446892,550000
43446812,675000
43446796,620000
43446804,840000
43446802,465000
43446807,290000
43446805,710000
43446801,495000
43446806,825000
43446797,590000
43446800,390000
43446799,393000
43446751,850000
43446727,290000
43446637,515000
43446585,252000
40583418,525000
43446526,599950
43446484,575000
43446482,665000
43446442,324950
39739107,365000
43446443,875000
43446438,475000
37989182,325000
43446392,340000
43446394,310000
43446398,395000
43446389,465000
43446361,400000
43446349,375000
43446278,399999
43446271,385000
43446241,625000
43446212,749950
43446191,799950
43446184,745000
43446166,625000
43446123,549950
42185372,835000
43446094,685000
43446091,520000
43446084,425000
43446073,925000
43446064,425000
43446052,400000
43446012,565000
43445995,369950
43445996,227950
43445958,525000
43445894,560000
43445872,549950
14767016,685000
43445836,350000
43445772,500000
43445774,430000
43445746,368000
43445737,360000
43445732,799995
43445699,550000
43445619,450000
42597047,400000
43445617,350000
43445618,450000
43445575,425000
43445576,750000
43445577,625000
43445509,940000
43445517,21500
43445484,445000
43445416,904000
43445413,779000
43445415,676000
43445414,784000
43445401,650000
43445314,455000
43445315,800000
43445255,550000
43445191,765000
43445190,540000
43445162,363000
43445153,565000
43445154,590000
43445155,619000
43445152,530000
43445118,525000
43445114,300000
43445105,449950
43444930,585000
43444914,335000
43444838,675000
43444820,479950
43444813,665000
43444812,470000
43444809,550000
43444737,499950
43444607,625000
43444597,450000
43444565,975000
43444439,845000
43444404,465000
28932940,289950
43444359,340000
43444309,295000
43444303,435000
43444292,400000
43444284,355000
43444270,875000
43444253,455000
43444236,300000
41262745,489950
43444217,425000
43444211,899950
43444204,599950
43444125,650000
43444128,385000
43444126,325000
43444101,799950
43444102,335000
43444098,885000
43444075,895000
43444064,650000
43444057,850000
43444053,400000
43444050,700000
43444026,285000
43444032,450000
43444037,425000
43444029,575000
43443980,285000
43443968,490000
42005374,395000
43443952,350000
43443940,525000
43443930,650000
43443921,975000
43443922,325000
43443926,227000
43443888,735000
43443887,425000
43443861,450000
43443822,410000
43443825,365000
43443816,255000
43443817,775000
43443806,210000
43443804,825000
43443799,375000
43443793,850000
43443752,849950
43443719,349950
43443718,525000
35985706,400000
40960485,800000
43443709,750000
43443693,300000
43443698,500000
43443686,775000
43443675,539995
39653635,895000
43443635,296950
43443629,250000
43443522,225000
43443520,235000
43443492,384000
43443493,695000
43443479,950000
43443480,238000
43443449,490000
43443419,375000
43443410,190000
43443402,499950
43443398,550000
43443399,350000
43443384,325000
43443368,325000
43443349,285000
43443295,875000
43443286,425000
43443251,425000
43443236,300000
43443230,560000
43443193,650000
42287836,210000
43442766,270000
43442760,360000
43442746,400000
43442759,525000
43442686,499950
43442667,549950
43442648,575000
43442634,499995
43442630,470000
43442612,795000
43442599,499950
43439050,299950
43442423,740000
43442405,239950
43442367,400000
43442357,600000
43442356,675000
43442344,695000
43442343,950000
42199184,485000
43442270,475000
43442250,950000
43427545,400000
43442109,475000
43442077,250000
43442067,374950
43442059,275000
43441962,385000
42167667,650000
43441904,375000
43441905,475000
43441830,550000
43441796,529950
43441777,850000
43441778,550000
43441692,594999
43441662,575000
41201770,525000
43441493,800000
43441258,295000
43441093,875000
43441086,249000
43441076,550000
41419230,825000
43441038,725000
43441006,575000
43441004,675000
43440991,399950
43440959,395000
43440969,385000
43440928,460000
43440926,374950
43440897,349950
43440902,370000
43451059,815000
37867083,475000
43440829,335000
43440815,410000
43440760,600000
43440746,400000
43440723,485000
43440646,450000
43440640,499950
43440639,450000
43440544,595000
43440540,520000
43440531,450000
43440510,950000
43440503,895000
43440502,995000
43440475,674900
43440455,565000
43440447,625000
43440441,450000
43440420,590000
43440359,749950
43440331,650000
43440328,599950
43440312,499950
43439683,635000
43440228,650000
43439728,630000
43440203,950000
43439748,625000
43439803,620000
43440026,600000
43440008,325000
43439950,550000
43439873,625000
43439872,875000
40284245,995000
43439856,455000
43439853,319995
43439780,550000
43439757,540000
43439755,370000
43439707,199950
43439678,999950
43439676,265000
43439680,875000
43439674,559950
43439635,565000
43439630,460000
43439632,965000
43439593,595000
43439561,635000
43439560,749999
43439514,400000
43439517,700000
43439515,550000
43439527,714950
43439471,560000
43439424,359950
43439421,550000
43439417,281000
43439386,800000
43439317,750000
43439259,375000
43439241,475000
43439246,450000
43439245,550000
43439189,200000
43439178,300000
43439100,985000
43439099,630000
43439088,374950
43439091,985000
43439076,625000
43439004,425000
43438992,335000
43438977,550000
43468894,725000
43438826,485000
43438779,770000
43438785,280000
43438699,475000
43438629,450000
43438584,475000
43438547,500000
43438474,770000
43438404,525000
43438335,330000
43438318,449000
43438307,775000
43438250,300000
43438220,375000
43438207,310000
43449959,750000
43438180,355834
43438182,434981
43438179,313887
43438183,518205
43438181,393677
43438174,170000
43438146,570000
43438132,235000
43438066,525000
43437978,999000
43437966,475000
43437970,600000
43437963,225000
43437961,550000
43437927,400000
43437936,999000
42846490,400000
43437915,450000
42098975,865000
43437537,375000
43437826,460000
43437815,375000
38608458,975000
43437763,310000
43490311,319950
43490255,636000
43490218,320000
43490220,385000
43490204,610000
43490169,335000
43490140,385000
43489953,375000
43489951,575000
43489918,850000
43489916,389950
43489817,499995
43489784,725000
43489786,695000
43489782,675000
43489783,475000
43489785,699950
43489699,299950
43489695,325000
43489690,485000
43489691,850000
43489687,999950
43489665,685000
43489668,375000
43489652,475000
43489636,599950
43489627,555000
40706411,475000
43489613,625000
43489609,620000
43489600,525000
43489602,525000
43489577,595000
43489579,560000
43489578,525000
43489563,200000
43489564,500000
43489562,550000
43489539,300000
43489177,274995
43489145,875000
43489069,325000
43489021,440000
43489024,425000
43489027,869950
43489028,330000
43488996,565000
43489002,600000
43488970,915000
43488954,325000
43488932,725000
43488934,440000
43488898,379950
43488860,695000
43488862,699995
43488857,925000
43488851,355000
43488833,375000
43488822,440000
43488802,300000
43488803,375000
43488778,349950
43488761,600000
43488751,499950
43488721,575000
43488694,950000
43437665,550000
43437668,279950
43437647,355000
43437641,495000
43437619,299995
43437597,495000
43437586,795000
43437565,260000
43437490,489000
43437446,375000
43437416,535000
43437383,670000
43437391,475000
43437370,320000
43437354,480000
43437349,699950
43437343,750000
43437319,825000
43437329,270000
43437309,725000
43437288,575000
43437263,375000
43437264,475000
43437262,535000
43437240,825000
43437230,749950
43437224,450000
43437121,399950
43437114,485000
43437091,500000
43437067,630000
43437061,599995
43437050,440000
43437051,99000
43437032,335000
43436983,595000
43436971,600000
43436920,850000
43436936,365000
43436843,550000
42026021,395000
43436804,685000
43436796,450000
43436797,535000
43436786,335000
43436791,400000
43436790,550000
43436763,430000
43436618,795000
43436704,435000
43436712,534950
43436705,534950
43436708,420000
43436610,719950
43436652,745000
43436571,550000
43436593,550000
43436456,490000
43436455,875000
43436365,470000
43436398,640000
43436346,450000
43436345,590000
43436328,250000
43436277,455000
43436271,515000
43436058,775000
43436051,410000
43436016,450000
43435974,325000
43435904,315000
43435850,289950
43435839,425000
43435806,375000
43435643,355000
43435633,485000
43435599,900000
43435540,450000
43435476,424950
43435475,549950
43435431,374950
43435332,240000
43435281,459950
43435277,399950
43435218,369995
43435177,485000
43435158,330500
43435157,314000
43435136,425000
43434987,200000
41829662,475000
43434836,675000
43434837,315000
43434833,525000
43434829,785000
43434791,675000
41091099,485000
43434668,475000
43434671,500000
37604063,229995
43434654,425000
43434650,365000
43434631,530000
43434493,575000
43434494,630000
43434492,450000
43434457,279995
43434456,435000
43434398,550000
43434397,725000
43434396,355000
43434378,295000
43434338,329950
43434312,780000
43434282,745000
41955800,705000
42043820,304500
43434073,675000
43434072,375000
43434069,220000
43434068,300000
43434020,375000
43433962,775000
43433953,299995
43433935,725000
43433936,429990
43433934,649950
43433884,725000
43433874,345000
43437495,360000
43437538,375000
43433752,595000
43433699,325000
43433678,325000
43433662,650000
43433663,425000
43433664,369950
43433665,157000
43433648,290000
43433618,289950
43433599,238000
43433596,295000
43433513,500000
42035102,425000
43433505,305000
43433499,725000
43433486,725000
43433482,988500
43433480,750000
43433462,720000
43433460,429950
43433453,800000
43433450,850000
41696839,169950
14352558,525000
43433415,595000
43433410,775000
43433411,635000
43433375,610000
43433319,475000
43433278,409950
43433273,515000
43433255,560000
43433256,650000
41569485,399999
43433244,350000
43433193,450000
43433190,595000
43433195,925000
43433169,685000
42786432,315000
43432943,370000
43432904,315000
43431793,199950
43430147,799950
43432888,585000
43432883,280000
43432868,670000
43432863,575000
43432858,599950
43432846,850000
43432763,660000
38468761,385000
43432725,220000
43432717,575000
43432712,550000
43432691,775000
43432692,550000
43432694,735000
43432686,400000
43432679,699999
43432648,550000
43432664,214500
41951391,535000
43432659,600000
43432578,538000
43432580,705000
43432577,442500
43432576,340000
43432571,410000
43432553,540000
43432493,850000
43432492,295000
43432455,925000
43432373,313500
43432371,240900
43432372,280500
42280287,900000
43432177,500000
43432160,499950
43432161,580000
43432163,459000
43432133,425000
43432135,475000
43432125,365000
43432126,499950
43432076,535000
43432069,600000
43432048,500000
43432041,360000
43432029,340000
43431966,675000
43431902,599950
43431764,250000
43431722,220000
43431692,769950
43431693,499950
43431688,575000
43431675,525000
43431656,350000
43431654,912000
43431641,345000
43431655,325000
43431613,750000
43431595,565000
43431576,599950
43431565,675000
43431541,372500
43431466,399000
43431467,419995
43431469,469995
43431473,529995
43431470,469995
43431468,439995
43431453,640000
38836392,299995
43431339,570000
43431330,775000
43431326,725000
43431315,425000
43431313,599995
43431287,800000
43431278,499950
43431242,769995
43431255,675000
43431240,369950
43431224,489995
43431210,350000
43431211,450000
43431212,550000
43431219,625000
43431208,820000
43431161,900000
43431037,250000
43431036,475000
43431029,200000
43431008,500000
43430968,850000
43430953,480000
43430944,400000
43430897,275000
43430874,899950
43430864,395712
43430862,900000
43430863,369068
43430840,475000
43430798,215000
43430793,120000
43430362,290000
40416825,325000
43430772,659000
43430727,520000
43430719,999950
43430723,365000
43430720,745000
43430709,439000
43430693,575000
43430690,450000
43430687,470000
43430681,587000
36849750,699995
43430669,610000
43430654,886000
43430648,993000
43428640,309995
43430631,540000
43430540,215000
43430528,993000
43430523,190000
43430521,465000
43430188,575000
43430501,420000
43430486,550000
43430473,650000
43430467,280000
43430430,500000
43430413,820000
43430416,245000
43430421,325000
43430383,650000
43430291,800000
37880807,360000
43430279,550000
43430245,650000
43430247,976000
43430213,350000
42137930,365000
43430149,575000
43430161,475000
43430112,850000
40644037,825000
43430107,525000
43430079,500000
43429087,515000
43430029,850000
43430017,220000
43430009,497500
43429984,650000
43429972,415000
43429955,200000
43429955,200000
43429947,362500
43429942,681950
43429934,668000
43429925,625000
42325582,585000
43429893,650000
43429848,575000
43429824,375000
42580665,315000
43429816,385000
43429733,300000
43429713,410000
43429719,425000
43429708,375000
43429696,895000
43429654,595000
43429535,449950
43429542,495000
43429523,475000
43429497,250000
43429399,230000
43429338,475000
43429344,285000
43429332,375000
43429303,484950
38764924,865000
43429272,699950
43429269,600000
43429262,505000
43429241,300000
43429168,270000
43429169,188000
43429141,499999
37240407,862500
43429052,625000
43429048,575000
43428986,465000
40227380,887500
43428982,675000
43428958,800000
43428784,615000
43428858,490000
43428818,425000
43428808,119000
43428787,220000
39996010,710000
43428648,490000
43428631,639950
43428622,600000
43428596,375000
43428555,475000
43428432,425000
43428520,320000
43428504,360000
16804945,219999
43428483,260000
